Temp [C],Umid. Relativa,Vazão [m3/min],Pres. Total [Pa],Pres. Estatica [Pa],Pres. Dinâmica [Pa],Pres. Placa o. [Pa],Teste
24.31,61.347,1.25,776.308,721.373,54.935,581.25,5
24.348,61.437,1.245,782.393,729.12,53.273,520.215,5
24.387,61.571,1.24,786.662,735.52,51.142,529.98,5
24.424,61.734,1.235,789.088,740.466,48.622,532.422,5
24.452,61.917,1.23,790.041,744.192,45.849,521.435,5
24.469,62.104,1.226,790.045,747.121,42.924,595.898,5
24.48,62.277,1.223,789.224,749.304,39.92,575.146,5
24.485,62.419,1.221,787.417,750.504,36.913,566.601,5
24.477,62.529,1.221,784.166,750.169,33.997,518.994,5
24.452,62.598,1.221,779.633,748.307,31.326,573.925,5
24.405,62.629,1.222,774.156,745.177,28.979,584.912,5
24.337,62.638,1.224,767.683,740.712,26.971,570.263,5
24.256,62.619,1.228,760.584,735.234,25.35,622.754,5
24.175,62.566,1.233,753.57,729.453,24.117,531.201,5
24.103,62.486,1.238,746.976,723.763,23.213,531.201,5
24.04,62.392,1.242,740.569,717.925,22.644,508.007,5
23.988,62.307,1.246,734.139,711.697,22.442,523.877,5
23.95,62.251,1.248,727.799,705.236,22.563,564.16,5
23.924,62.224,1.248,722.05,699.109,22.941,573.925,5
23.912,62.218,1.248,717.011,693.45,23.561,534.863,5
23.913,62.218,1.247,712.124,687.754,24.37,506.787,5
23.924,62.215,1.244,706.877,681.603,25.274,494.58,5
23.942,62.198,1.241,701.341,675.082,26.259,539.746,5
23.965,62.164,1.237,695.46,668.098,27.362,516.552,5
23.989,62.113,1.233,688.767,660.209,28.558,559.277,5
24.007,62.054,1.229,680.642,650.91,29.732,550.732,5
24.011,61.997,1.226,671.203,640.406,30.797,627.636,5
24.004,61.951,1.224,660.86,629.132,31.728,544.629,5
23.992,61.927,1.223,650.078,617.578,32.5,592.236,5
23.981,61.925,1.223,639.101,605.996,33.105,572.705,5
23.978,61.942,1.226,627.271,593.732,33.539,570.263,5
23.989,61.975,1.229,614.655,580.867,33.788,583.691,5
24.013,62.014,1.234,601.354,567.505,33.849,521.435,5
24.045,62.054,1.238,587.007,553.273,33.734,526.318,5
24.082,62.087,1.242,571.845,538.406,33.439,515.332,5
24.126,62.112,1.245,556.424,523.449,32.975,505.566,5
24.175,62.132,1.247,541.301,508.9,32.401,641.064,5
24.232,62.151,1.248,527.29,495.548,31.742,521.435,5
24.294,62.167,1.248,514.683,483.694,30.989,600.781,5
24.355,62.176,1.247,503.17,472.965,30.205,503.125,5
24.411,62.177,1.245,493.018,463.587,29.431,549.511,5
24.462,62.17,1.243,485.031,456.319,28.712,459.179,5
24.509,62.153,1.24,479.662,451.515,28.147,604.443,5
24.151,60.2,1.38,596.309,533.408,62.901,735.058,6
24.179,60.13,1.382,583.472,521.856,61.616,714.306,6
24.181,60.155,1.383,570.972,510.59,60.382,815.625,6
24.16,60.278,1.384,559.042,499.762,59.28,737.5,6
24.12,60.485,1.387,547.795,489.436,58.359,724.072,6
24.065,60.753,1.39,537.768,480.107,57.661,638.623,6
24.002,61.052,1.394,528.943,471.698,57.245,677.685,6
23.94,61.339,1.397,521.191,464.039,57.152,697.216,6
23.888,61.556,1.401,515.332,457.923,57.409,725.293,6
23.853,61.662,1.403,511.779,453.742,58.037,705.761,6
23.84,61.657,1.405,510,450.935,59.065,660.595,6
23.847,61.562,1.407,509.353,448.918,60.435,788.769,6
23.871,61.39,1.407,509.391,447.286,62.105,611.767,6
23.904,61.182,1.406,510.299,446.212,64.087,697.216,6
23.94,60.98,1.405,511.925,445.608,66.317,748.486,6
23.969,60.803,1.402,513.716,445.057,68.659,676.464,6
23.988,60.67,1.401,515.44,444.442,70.998,869.336,6
23.995,60.6,1.399,517.165,443.948,73.217,655.713,6
23.988,60.606,1.399,519.155,443.946,75.209,748.486,6
23.975,60.672,1.4,521.834,444.835,76.999,671.582,6
23.957,60.785,1.401,526.088,447.49,78.598,661.816,6
23.932,60.94,1.403,532.341,452.341,80,626.416,6
23.901,61.116,1.404,541.075,459.836,81.239,786.328,6
23.871,61.291,1.405,553.195,470.949,82.246,676.464,6
23.845,61.446,1.405,568.927,485.984,82.943,654.492,6
23.827,61.567,1.404,588.106,504.812,83.294,638.623,6
23.821,61.642,1.402,610.919,527.668,83.251,724.072,6
23.824,61.663,1.4,637.578,554.714,82.864,689.892,6
23.845,61.659,1.396,668.242,586.012,82.23,681.347,6
23.892,61.658,1.393,701.974,620.613,81.361,706.982,6
23.959,61.663,1.389,737.456,657.112,80.344,642.285,6
24.04,61.682,1.386,774.066,694.758,79.308,676.464,6
24.132,61.722,1.383,811.001,732.681,78.32,654.492,6
24.232,61.781,1.38,847.761,770.406,77.355,779.004,6
24.333,61.848,1.379,884.3,807.977,76.323,633.74,6
24.431,61.917,1.378,920.597,845.387,75.21,670.361,6
24.517,61.982,1.378,956.524,882.483,74.041,672.802,6
24.583,62.042,1.378,991.613,918.761,72.852,681.347,6
24.629,62.097,1.378,1024.622,952.932,71.69,577.588,6
24.652,62.155,1.377,1053.896,983.351,70.545,758.252,6
24.649,62.203,1.375,1078.562,1009.154,69.408,714.306,6
24.627,62.243,1.375,1098.673,1030.313,68.36,739.941,6
24.6,62.284,1.375,1114.66,1047.204,67.456,671.582,6
24.571,62.322,1.375,1126.77,1060.156,66.614,670.361,6
24.541,62.353,1.375,1134.905,1069.09,65.815,706.982,6
24.513,62.375,1.376,1138.379,1073.3,65.079,614.209,6
24.489,62.396,1.377,1136.859,1072.476,64.383,656.933,6
24.475,62.409,1.378,1130.29,1066.575,63.715,641.064,6
24.463,62.4,1.378,1118.473,1055.433,63.04,627.636,6
24.439,62.37,1.376,1101.413,1039.089,62.324,494.58,6
24.403,62.323,1.373,1079.768,1018.206,61.562,739.941,6
24.359,62.253,1.369,1054.844,994.087,60.757,622.754,6
24.307,62.166,1.365,1027.64,967.757,59.883,706.982,6
24.247,62.066,1.359,999.034,940.135,58.899,644.726,6
24.188,61.95,1.353,969.792,911.984,57.808,373.73,6
24.137,61.823,1.345,940.939,884.318,56.621,598.34,6
24.097,61.701,1.337,913.922,858.587,55.335,713.086,6
24.071,61.606,1.329,889.756,835.73,54.026,645.947,6
24.056,61.547,1.322,868.838,816.08,52.758,685.009,6
24.048,61.537,1.317,851.717,800.184,51.533,658.154,6
24.051,61.589,1.313,838.87,788.451,50.419,615.429,6
24.066,61.684,1.311,830.558,781.096,49.462,538.525,6
24.088,61.792,1.31,826.748,778.146,48.602,636.181,6
24.113,61.897,1.31,826.751,778.932,47.819,638.623,6
24.137,61.98,1.311,829.906,782.778,47.128,642.285,6
24.155,62.027,1.313,835.706,789.197,46.509,720.41,6
24.169,62.03,1.315,843.38,797.352,46.028,766.797,6
24.18,61.997,1.319,852.152,806.447,45.705,720.41,6
24.19,61.939,1.324,861.548,816.067,45.481,698.437,6
24.2,61.862,1.331,871.824,826.464,45.36,669.14,6
24.211,61.776,1.338,883.35,837.973,45.377,597.119,6
24.221,61.689,1.346,895.813,850.243,45.57,687.451,6
24.225,61.605,1.353,908.932,862.995,45.937,698.437,6
24.222,61.536,1.359,922.235,875.672,46.563,661.816,6
24.215,61.499,1.363,934.569,886.998,47.571,654.492,6
24.203,61.506,1.368,944.766,895.805,48.961,680.127,6
24.189,61.551,1.371,951.781,901.117,50.664,559.277,6
24.176,61.626,1.372,954.964,902.378,52.586,638.623,6
24.165,61.718,1.372,954.574,899.913,54.661,739.941,6
24.16,61.805,1.37,951.16,894.316,56.844,602.002,6
24.158,61.863,1.367,944.428,885.35,59.078,1002.392,6
24.159,61.888,1.365,934.163,872.858,61.305,678.906,6
24.164,61.884,1.364,920.553,857.1,63.453,686.23,6
24.17,61.857,1.365,903.946,838.526,65.42,675.244,6
24.178,61.818,1.368,885.027,817.928,67.099,676.464,6
24.186,61.767,1.372,864.801,796.384,68.417,592.236,6
24.193,61.706,1.376,844.258,774.912,69.346,645.947,6
24.191,61.645,1.379,824.415,754.591,69.824,401.806,6
24.179,61.591,1.38,805.675,735.872,69.803,639.843,6
24.164,61.548,1.377,788.371,719.088,69.283,600.781,6
24.146,61.514,1.372,773.157,704.878,68.279,732.617,6
24.112,61.485,1.365,760.089,693.218,66.871,626.416,6
24.052,61.462,1.355,749.136,683.942,65.194,355.42,6
23.972,61.446,1.343,740.386,677.074,63.312,612.988,6
23.879,61.437,1.33,734.443,673.151,61.292,769.238,6
23.777,61.444,1.318,731.479,672.235,59.244,725.293,6
23.663,61.468,1.307,731.072,673.834,57.238,636.181,6
23.534,61.503,1.3,733.191,677.907,55.284,677.685,6
23.4,61.552,1.297,737.48,684.064,53.416,647.168,6
23.274,61.611,1.298,743.279,691.557,51.722,666.699,6
23.168,61.68,1.302,750.078,699.871,50.207,648.388,6
23.088,61.758,1.309,757.203,708.282,48.921,713.086,6
23.041,61.838,1.317,764.129,716.143,47.986,732.617,6
23.034,61.917,1.327,770.829,723.337,47.492,685.009,6
23.068,61.994,1.337,776.937,729.457,47.48,664.257,6
23.143,62.073,1.346,782.15,734.186,47.964,717.968,6
23.251,62.146,1.355,787.01,738.158,48.852,702.099,6
23.383,62.198,1.363,791.852,741.783,50.069,743.603,6
23.529,62.217,1.37,796.485,744.898,51.587,709.423,6
23.668,62.199,1.377,800.702,747.346,53.356,727.734,6
23.792,62.153,1.383,803.833,748.497,55.336,782.666,6
23.906,62.091,1.388,805.323,747.903,57.42,677.685,6
24.016,62.018,1.392,805.543,746.037,59.506,713.086,6
24.109,61.936,1.397,804.789,743.27,61.519,666.699,6
24.177,61.829,1.401,803.371,739.961,63.41,700.879,6
24.216,61.681,1.404,802.055,736.912,65.143,728.955,6
24.232,61.513,1.407,801.672,734.97,66.702,628.857,6
24.234,61.347,1.408,802.962,734.822,68.14,721.631,6
24.22,61.196,1.407,806.216,736.741,69.475,638.623,6
24.189,61.073,1.406,811.577,740.904,70.673,755.81,6
24.152,60.983,1.404,819.11,747.468,71.642,602.002,6
24.117,60.933,1.401,828.248,755.945,72.303,627.636,6
24.087,60.932,1.396,838.203,765.578,72.625,608.105,6
24.057,60.976,1.391,848.284,775.609,72.675,789.99,6
24.027,61.06,1.386,857.491,784.917,72.574,744.824,6
23.993,61.175,1.381,864.619,792.279,72.34,632.519,6
23.954,61.321,1.378,868.774,796.77,72.004,763.134,6
23.918,61.491,1.376,869.71,798.024,71.686,714.306,6
23.882,61.672,1.375,867.992,796.576,71.416,643.506,6
23.843,61.855,1.376,864.012,792.846,71.166,704.541,6
23.802,62.023,1.377,857.902,786.961,70.941,610.547,6
23.763,62.157,1.378,850.161,779.437,70.724,664.257,6
23.732,62.259,1.38,841.774,771.312,70.462,685.009,6
23.714,62.338,1.381,833.508,763.342,70.166,695.996,6
23.71,62.42,1.381,825.259,755.417,69.842,683.789,6
23.717,62.519,1.381,817.277,747.885,69.392,655.713,6
23.734,62.606,1.381,809.99,741.19,68.8,633.74,6
23.766,62.652,1.379,803.335,735.212,68.123,719.189,6
23.819,62.647,1.377,797.966,730.596,67.37,659.375,6
23.889,62.59,1.375,794.089,727.593,66.496,674.023,6
23.961,62.49,1.372,791.587,726.036,65.551,653.271,6
24.025,62.343,1.37,790.641,726.04,64.601,720.41,6
24.08,62.143,1.369,791.452,727.81,63.642,644.726,6
24.126,61.908,1.368,794.516,731.882,62.634,614.209,6
24.16,61.654,1.367,800.103,738.507,61.596,771.679,6
24.177,61.4,1.367,808.094,747.564,60.53,643.506,6
24.177,61.175,1.368,817.972,758.51,59.462,672.802,6
24.156,61.01,1.368,829.252,770.831,58.421,656.933,6
24.119,60.923,1.368,841.428,784.021,57.407,702.099,6
24.079,60.914,1.369,853.952,797.544,56.408,711.865,6
24.038,60.979,1.369,866.415,811.046,55.369,683.789,6
24,61.112,1.37,878.462,824.143,54.319,616.65,6
23.965,61.29,1.371,889.705,836.381,53.324,667.92,6
23.939,61.486,1.371,900.475,848.046,52.429,704.541,6
23.924,61.672,1.372,911.45,859.797,51.653,730.175,6
23.927,61.833,1.373,922.566,871.577,50.989,743.603,6
23.949,61.966,1.374,933.564,883.109,50.455,632.519,6
23.985,62.068,1.375,943.876,893.782,50.094,693.554,6
24.023,62.13,1.377,952.973,903.034,49.939,771.679,6
24.059,62.15,1.379,960.302,910.276,50.026,634.961,6
24.095,62.135,1.38,966.052,915.632,50.42,529.98,6
24.129,62.117,1.381,970.792,919.637,51.155,709.423,6
24.156,62.113,1.381,974.642,922.438,52.204,700.879,6
24.177,62.114,1.38,977.443,923.947,53.496,653.271,6
24.196,62.115,1.379,979.213,924.298,54.915,620.312,6
24.215,62.118,1.377,980.709,924.317,56.392,735.058,6
24.258,62.112,1.375,982.597,924.716,57.881,727.734,6
24.346,62.085,1.372,984.591,925.234,59.357,685.009,6
24.473,62.041,1.371,986.144,925.323,60.821,706.982,6
24.627,61.989,1.37,987.439,925.222,62.217,639.843,6
24.792,61.939,1.369,988.547,925.006,63.541,689.892,6
24.95,61.904,1.369,989.43,924.622,64.808,636.181,6
25.087,61.882,1.37,989.976,923.966,66.01,716.748,6
25.189,61.87,1.371,990.067,922.939,67.128,677.685,6
25.245,61.869,1.373,990.037,921.914,68.123,675.244,6
25.244,61.885,1.375,990.09,921.047,69.043,682.568,6
25.183,61.918,1.376,990.422,920.472,69.95,759.472,6
25.071,61.968,1.378,991.429,920.564,70.865,619.091,6
24.925,62.034,1.379,992.926,921.174,71.752,633.74,6
24.752,62.103,1.379,994.987,922.375,72.612,704.541,6
24.566,62.164,1.378,997.568,924.121,73.447,692.334,6
24.382,62.194,1.377,1000.418,926.232,74.186,686.23,6
24.214,62.195,1.377,1002.999,928.169,74.83,698.437,6
24.077,62.176,1.376,1004.663,929.23,75.433,653.271,6
23.981,62.158,1.376,1005.852,929.903,75.949,638.623,6
23.93,62.161,1.376,1006.888,930.489,76.399,739.941,6
23.907,62.185,1.376,1007.52,930.65,76.87,666.699,6
23.888,62.222,1.376,1007.697,930.291,77.406,658.154,6
23.874,62.256,1.375,1007.388,929.35,78.038,719.189,6
23.863,62.285,1.375,1006.635,927.844,78.791,733.838,6
23.856,62.31,1.376,1005.814,926.121,79.693,656.933,6
23.855,62.317,1.376,1005.266,924.534,80.732,656.933,6
23.863,62.308,1.377,1005.167,923.315,81.852,664.257,6
23.879,62.282,1.378,1005.247,922.252,82.995,689.892,6
23.902,62.233,1.378,1004.62,920.525,84.095,713.086,6
23.937,62.153,1.379,1002.36,917.241,85.119,653.271,6
23.984,62.038,1.379,998.061,911.994,86.067,623.974,6
24.032,61.889,1.378,992.037,905.154,86.883,610.547,6
24.075,61.721,1.377,984.149,896.658,87.491,709.423,6
24.123,61.552,1.375,973.968,886.187,87.781,686.23,6
24.188,61.396,1.374,961.474,873.859,87.615,689.892,6
24.265,61.265,1.372,947.07,860.142,86.928,794.873,6
24.351,61.177,1.371,930.945,845.199,85.746,687.451,6
24.435,61.153,1.37,913.619,829.504,84.115,598.34,6
24.51,61.186,1.37,895.671,813.573,82.098,669.14,6
24.574,61.253,1.37,877.205,797.449,79.756,612.988,6
24.622,61.335,1.37,858.449,781.326,77.123,614.209,6
24.653,61.427,1.37,839.879,765.65,74.229,630.078,6
24.669,61.528,1.369,822.157,751.025,71.132,682.568,6
24.671,61.614,1.368,805.628,737.691,67.937,686.23,6
24.662,61.669,1.366,790.84,726.186,64.654,637.402,6
24.636,61.696,1.363,778.459,717.148,61.311,706.982,6
24.593,61.698,1.361,768.518,710.467,58.051,748.486,6
24.536,61.681,1.359,760.844,705.836,55.008,654.492,6
24.463,61.655,1.358,755.714,703.409,52.305,746.045,6
24.371,61.622,1.358,753.521,703.417,50.104,721.631,6
24.267,61.589,1.359,754.043,705.598,48.445,663.037,6
24.167,61.565,1.362,756.268,708.978,47.29,687.451,6
24.077,61.552,1.366,759.725,713.01,46.715,620.312,6
23.989,61.552,1.371,764.449,717.661,46.788,708.203,6
23.902,61.564,1.376,770.786,723.272,47.514,752.148,6
23.831,61.58,1.38,779.174,730.336,48.838,655.713,6
23.791,61.591,1.384,789.821,739.18,50.641,699.658,6
23.786,61.59,1.386,802.849,749.985,52.864,656.933,6
23.819,61.568,1.388,817.694,762.213,55.481,697.216,6
23.886,61.527,1.388,833.657,775.295,58.362,709.423,6
23.983,61.475,1.387,850.155,788.873,61.282,676.464,6
24.095,61.423,1.386,866.319,802.273,64.046,628.857,6
24.211,61.379,1.384,881.402,814.885,66.517,576.367,6
24.319,61.346,1.382,894.88,826.297,68.583,728.955,6
24.409,61.321,1.379,906.148,836.012,70.136,580.029,6
24.471,61.302,1.376,915.168,843.936,71.232,655.713,6
24.498,61.297,1.373,921.773,849.766,72.007,678.906,6
24.487,61.303,1.369,925.459,852.997,72.462,735.058,6
24.443,61.31,1.365,926.664,854.064,72.6,695.996,6
24.376,61.315,1.363,925.709,853.333,72.376,665.478,6
24.283,61.312,1.36,922.706,850.964,71.742,652.05,6
24.164,61.296,1.359,917.834,847.103,70.731,688.672,6
24.037,61.263,1.358,911.31,841.932,69.378,704.541,6
23.917,61.216,1.359,903.526,835.753,67.773,689.892,6
23.814,61.163,1.361,894.843,828.762,66.081,628.857,6
23.73,61.108,1.363,885.581,821.198,64.383,675.244,6
23.665,61.043,1.366,875.955,813.265,62.69,627.636,6
23.627,60.961,1.368,865.568,804.557,61.011,650.83,6
23.611,60.864,1.369,854.505,795.136,59.369,643.506,6
23.616,60.768,1.37,843.009,785.168,57.841,705.761,6
23.634,60.691,1.369,831.275,774.759,56.516,727.734,6
23.662,60.632,1.368,820.346,764.904,55.442,705.761,6
23.695,60.606,1.368,810.934,756.265,54.669,710.644,6
23.73,60.634,1.367,803.189,748.982,54.207,716.748,6
23.764,60.714,1.368,796.973,742.914,54.059,670.361,6
23.796,60.826,1.369,792.126,737.885,54.241,735.058,6
23.834,60.944,1.372,788.969,734.257,54.712,708.203,6
23.891,61.054,1.376,787.467,732.093,55.374,697.216,6
23.967,61.151,1.38,787.299,731.178,56.121,678.906,6
24.056,61.233,1.384,788.02,731.208,56.812,665.478,6
24.162,61.291,1.388,789.63,732.282,57.348,699.658,6
24.283,61.322,1.391,793.051,735.294,57.757,717.968,6
24.408,61.317,1.394,798.397,740.362,58.035,626.416,6
24.518,61.274,1.395,804.92,746.786,58.134,642.285,6
24.594,61.201,1.394,811.637,753.578,58.059,698.437,6
24.63,61.122,1.392,817.941,760.051,57.89,670.361,6
24.625,61.062,1.389,823.868,766.167,57.701,699.658,6
24.584,61.038,1.386,829.265,771.793,57.472,610.547,6
24.516,61.08,1.382,833.86,776.643,57.217,659.375,6
24.429,61.197,1.378,837.789,780.798,56.991,625.195,6
24.331,61.375,1.374,841.542,784.666,56.876,658.154,6
24.233,61.602,1.37,845.632,788.66,56.972,726.513,6
24.148,61.848,1.367,850.563,793.236,57.327,797.314,6
24.078,62.071,1.366,856.424,798.466,57.958,792.431,6
24.027,62.255,1.366,863.415,804.495,58.92,775.341,6
24.002,62.388,1.369,870.987,810.841,60.146,937.695,6
23.996,62.461,1.376,878.382,816.864,61.518,808.3,6
23.997,62.458,1.385,885.642,822.696,62.946,738.72,6
23.366,60.815,1.51,918.2,839.724,78.476,896.191,7
23.498,60.822,1.516,912.967,832.462,80.505,816.845,7
23.655,60.855,1.522,906.539,824.017,82.522,813.183,7
23.818,60.909,1.525,899.111,814.616,84.495,902.295,7
23.968,60.977,1.527,890.493,804.087,86.406,847.363,7
24.091,61.061,1.528,881.102,792.858,88.244,871.777,7
24.21,61.263,1.533,860.548,768.869,91.679,855.908,7
24.199,61.359,1.537,849.16,755.863,93.297,837.597,7
24.159,61.442,1.542,836.834,742.037,94.797,825.39,7
24.116,61.514,1.547,824.297,728.162,96.135,859.57,7
24.039,61.613,1.555,800.535,702.431,98.104,853.466,7
24.016,61.635,1.558,790.518,691.778,98.74,832.714,7
24.049,61.63,1.557,777.756,678.433,99.323,824.17,7
24.118,61.628,1.554,776.45,677.173,99.277,865.673,7
24.571,61.705,1.541,786.315,688.268,98.047,853.466,7
24.747,61.725,1.536,794.508,697.307,97.201,791.211,7
24.902,61.727,1.532,805.227,709.193,96.034,820.507,7
25.023,61.702,1.529,817.41,722.844,94.566,764.355,7
25.105,61.656,1.527,830.583,737.719,92.864,879.101,7
25.142,61.592,1.525,845.273,754.338,90.935,800.976,7
25.071,61.417,1.523,877.178,790.672,86.506,871.777,7
24.86,61.244,1.522,908.749,826.974,81.775,857.129,7
24.739,61.196,1.522,923.868,844.377,79.491,804.638,7
24.419,61.239,1.522,963.243,889.807,73.436,877.88,7
24.359,61.339,1.523,975.611,903.722,71.889,836.377,7
24.323,61.478,1.525,987.686,917.136,70.55,837.597,7
24.312,61.632,1.528,999.192,929.771,69.421,797.314,7
24.313,61.775,1.53,1009.96,941.378,68.582,765.576,7
24.313,61.886,1.532,1019.821,951.748,68.073,764.355,7
24.311,61.954,1.532,1029.327,961.461,67.866,774.121,7
24.304,61.969,1.53,1038.587,970.633,67.954,632.519,7
24.294,61.931,1.525,1047.205,978.799,68.406,819.287,7
24.278,61.856,1.519,1054.862,985.521,69.341,898.632,7
24.257,61.756,1.512,1061.251,990.401,70.85,851.025,7
24.231,61.627,1.505,1066.338,993.433,72.905,840.039,7
24.204,61.475,1.499,1070.08,994.713,75.367,719.189,7
24.18,61.318,1.493,1072.634,994.489,78.145,791.211,7
24.157,61.176,1.49,1074.586,993.399,81.187,868.115,7
24.14,61.064,1.487,1076.236,991.846,84.39,822.949,7
24.128,60.985,1.486,1077.906,990.307,87.599,810.742,7
24.114,60.936,1.487,1080.183,989.526,90.657,765.576,7
24.096,60.92,1.489,1083.652,990.08,93.572,836.377,7
24.072,60.935,1.491,1089.068,992.621,96.447,824.17,7
24.046,60.989,1.495,1096.361,997.068,99.293,830.273,7
24.023,61.07,1.498,1105.294,1003.289,102.005,871.777,7
23.999,61.159,1.502,1115.573,1011.116,104.457,800.976,7
23.972,61.249,1.504,1126.581,1019.903,106.678,883.984,7
23.943,61.327,1.507,1138.447,1029.743,108.704,783.886,7
23.91,61.389,1.509,1151.91,1041.396,110.514,838.818,7
23.572,61.457,1.509,1216.787,1101.223,115.564,875.439,7
23.486,61.405,1.507,1233.361,1117.163,116.198,800.976,7
23.419,61.334,1.505,1249.085,1132.535,116.55,813.183,7
23.376,61.264,1.501,1262.59,1145.979,116.611,830.273,7
23.359,61.2,1.499,1273.262,1156.877,116.385,959.668,7
23.397,61.053,1.493,1284.397,1169.347,115.05,848.584,7
23.616,60.913,1.481,1271.257,1160.499,110.758,844.922,7
23.727,60.928,1.476,1258.479,1149.841,108.638,759.472,7
23.839,60.963,1.471,1241.21,1135.116,106.094,807.08,7
23.944,61.007,1.467,1219.452,1116.309,103.143,841.259,7
24.032,61.059,1.464,1193.533,1093.699,99.834,805.859,7
24.095,61.122,1.461,1164.383,1068.135,96.248,827.832,7
24.13,61.198,1.46,1133.074,1040.661,92.413,851.025,7
24.137,61.276,1.46,1100.38,1012.021,88.359,431.103,7
24.131,61.337,1.459,1066.302,982.113,84.189,837.597,7
24.122,61.377,1.458,1031.424,951.373,80.051,815.625,7
24.104,61.393,1.459,997.401,921.355,76.046,849.804,7
24.07,61.382,1.46,965.959,893.778,72.181,858.349,7
24.018,61.337,1.462,938.216,869.763,68.453,848.584,7
23.951,61.241,1.465,915.03,850.107,64.923,838.818,7
23.875,61.087,1.469,897.096,835.4,61.696,781.445,7
23.8,60.888,1.472,884.517,825.652,58.865,827.832,7
23.679,60.458,1.481,874.953,820.174,54.779,860.791,7
23.634,60.277,1.488,878.038,824.368,53.67,779.004,7
23.599,60.15,1.495,885.347,832.09,53.257,805.859,7
23.571,60.075,1.502,895.713,842.263,53.45,808.3,7
23.553,60.06,1.51,907.904,853.83,54.074,771.679,7
23.548,60.104,1.517,921.526,866.435,55.091,872.998,7
23.553,60.2,1.522,936.488,879.934,56.554,752.148,7
23.565,60.337,1.525,952.789,894.325,58.464,819.287,7
23.589,60.492,1.526,970.28,909.582,60.698,897.412,7
23.617,60.648,1.525,987.886,924.746,63.14,976.757,7
23.63,60.787,1.523,1004.66,938.909,65.751,926.709,7
23.612,60.894,1.523,1019.948,951.482,68.466,704.541,7
23.567,60.958,1.522,1033.07,961.832,71.238,886.425,7
23.503,60.972,1.523,1043.898,969.83,74.068,815.625,7
23.433,60.939,1.525,1052.236,975.204,77.032,846.142,7
23.369,60.841,1.526,1057.337,977.107,80.23,841.259,7
23.321,60.679,1.528,1059.324,975.721,83.603,754.589,7
23.297,60.485,1.53,1059.086,972.039,87.047,852.246,7
23.303,60.284,1.531,1057.315,966.874,90.441,708.203,7
23.345,60.092,1.531,1054.986,961.332,93.654,783.886,7
23.426,59.921,1.529,1052.622,956.013,96.609,788.769,7
23.542,59.78,1.525,1049.762,950.502,99.26,785.107,7
23.681,59.667,1.519,1046.413,944.854,101.559,918.164,7
23.835,59.598,1.514,1042.918,939.403,103.515,932.812,7
24,59.58,1.509,1039.576,934.452,105.124,841.259,7
24.16,59.611,1.506,1036.937,930.62,106.317,766.797,7
24.301,59.688,1.504,1035.346,928.226,107.12,800.976,7
24.413,59.805,1.503,1034.557,926.974,107.583,853.466,7
24.482,59.956,1.505,1034.518,926.77,107.748,899.853,7
24.503,60.12,1.508,1035.524,927.888,107.636,775.341,7
24.488,60.284,1.511,1037.731,930.478,107.253,791.211,7
24.453,60.44,1.513,1041.866,935.268,106.598,728.955,7
24.399,60.586,1.515,1047.8,942.17,105.63,676.464,7
24.327,60.721,1.516,1054.601,950.213,104.388,874.218,7
24.245,60.824,1.514,1061.901,958.947,102.954,816.845,7
24.16,60.918,1.512,1069.194,967.844,101.35,829.052,7
24.08,61.027,1.508,1075.951,976.391,99.56,843.701,7
24.014,61.129,1.504,1081.877,984.321,97.556,846.142,7
23.967,61.218,1.5,1087.024,991.696,95.328,735.058,7
23.942,61.295,1.497,1091.892,999.006,92.886,887.646,7
23.936,61.36,1.495,1096.168,1005.921,90.247,810.742,7
23.942,61.404,1.494,1099.748,1012.269,87.479,820.507,7
23.96,61.418,1.495,1103.481,1018.776,84.705,768.017,7
23.983,61.4,1.497,1107.566,1025.56,82.006,813.183,7
23.997,61.347,1.499,1112.093,1032.626,79.467,846.142,7
24.004,61.269,1.501,1116.987,1039.866,77.121,770.459,7
24.006,61.177,1.503,1121.436,1046.47,74.966,848.584,7
24.006,61.07,1.505,1124.814,1051.749,73.065,743.603,7
24.008,60.949,1.506,1127.177,1055.699,71.478,805.859,7
24.012,60.831,1.506,1129.338,1059.14,70.198,1092.724,7
24.02,60.725,1.507,1131.747,1062.58,69.167,848.584,7
24.032,60.641,1.508,1134.355,1065.937,68.418,813.183,7
24.052,60.587,1.509,1136.791,1068.77,68.021,726.513,7
24.078,60.562,1.512,1138.794,1070.854,67.94,825.39,7
24.104,60.572,1.514,1140.586,1072.539,68.047,772.9,7
24.123,60.612,1.516,1141.935,1073.835,68.1,791.211,7
24.127,60.682,1.518,1142.528,1074.466,68.062,858.349,7
24.1,60.78,1.518,1141.907,1073.85,68.057,890.088,7
24.032,60.892,1.519,1139.625,1071.495,68.13,816.845,7
23.931,60.999,1.519,1135.614,1067.349,68.265,973.095,7
23.807,61.085,1.52,1129.789,1061.344,68.445,872.998,7
23.674,61.131,1.521,1122.406,1053.682,68.724,800.976,7
23.543,61.129,1.522,1114.24,1045.115,69.125,853.466,7
23.425,61.086,1.524,1105.745,1036.115,69.63,808.3,7
23.337,61.009,1.525,1096.888,1026.663,70.225,791.211,7
23.283,60.912,1.527,1087.058,1016.144,70.914,864.453,7
23.266,60.806,1.529,1076.121,1004.452,71.669,824.17,7
23.286,60.703,1.53,1064.442,991.979,72.463,816.845,7
23.338,60.601,1.532,1051.612,978.299,73.313,858.349,7
